PNODENAME,LAT,LON,ISO,NODETYPE
IRONVILL69 KV   TR3,41.673166,-83.471484,PJMISO,LOAD
JACKMAN 69 KV   TR4,41.58469327,-83.79113174,PJMISO,LOAD
JEFFERSN69 KV   TR2,,,PJMISO,LOAD
LAPIER  69 KV   TR2,41.68664025,-83.48627265,PJMISO,LOAD
LAPIER  69 KV   TEMPLD,,,PJMISO,LOAD
LESIDE  69 KV   TEMPLD,40.788486,-82.702065,PJMISO,LOAD
LIBGLAS 69 KV   TR1,41.66970951,-83.51647063,PJMISO,LOAD
LIBGLAS 69 KV   TR2,41.66971352,-83.51647331,PJMISO,LOAD
LINDENFE69 KV   LINDN_69,40.75880525,-82.54700653,PJMISO,LOAD
LOCUST_T69 KV   TR1,41.66350834,-83.53332684,PJMISO,LOAD
LOCUST_T69 KV   TR2,41.66350834,-83.53332684,PJMISO,LOAD
LOCUST_T69 KV   TR3,41.66350834,-83.53332684,PJMISO,LOAD
LOCUST_T69 KV   TR4,41.66350834,-83.53332684,PJMISO,LOAD
LOCUST_T69 KV   TR5,41.66350834,-83.53332684,PJMISO,LOAD
LONGVIOE69 KV   TEMPLD,40.73799827,-82.33799301,PJMISO,LOAD
LONGVIOE69 KV   LDBRSIDE,40.73799827,-82.33799301,PJMISO,LOAD
LORENZEN69 KV   REATO_69,41.67253132,-83.4894837,PJMISO,LOAD
LORENZEN69 KV   LOREN_69,41.67253934,-83.48945151,PJMISO,LOAD
LYNCH1  69 KV   TR1,41.558216,-83.68639,PJMISO,LOAD
LYNCH1  69 KV   TR2,41.558216,-83.68639,PJMISO,LOAD
MAUMEE  69 KV   TR1,41.57960158,-83.64352294,PJMISO,LOAD
MAUMEE  69 KV   TR2,41.57960158,-83.64352294,PJMISO,LOAD
MEADWLRK69 KV   TR1,41.67789967,-83.70454051,PJMISO,LOAD
MED_CENT69 KV   MEDCN_69,40.77639605,-82.50192256,PJMISO,LOAD
MED_COLL69 KV   TR1,41.61952562,-83.61176178,PJMISO,LOAD
MED_COLL69 KV   TR2,41.61952562,-83.61176178,PJMISO,LOAD
MED_COLL69 KV   MEDCM_69,41.61952562,-83.61176178,PJMISO,LOAD
MED_COLL69 KV   MEDCL_69,41.61952562,-83.61176178,PJMISO,LOAD
MIDV_PI269 KV   MIDVP_69,41.42607428,-83.54511235,PJMISO,LOAD
MN_WW   69 KV   WMNWAT69,40.72799187,-82.66273273,PJMISO,LOAD
NABISCO 69 KV   NABTO_69,41.66424293,-83.50107699,PJMISO,LOAD
OAKDAL  69 KV   TR2,41.62230926,-83.53242389,PJMISO,LOAD
OAKDAL  69 KV   TR3,41.62230926,-83.53242389,PJMISO,LOAD
OAKHARBR69 KV   TR1,41.50774147,-83.14780859,PJMISO,LOAD
OAKHARBR69 KV   TR2,41.50774147,-83.14780859,PJMISO,LOAD
OMNI    69 KV   OMNI_69,41.70725038,-83.54554641,PJMISO,LOAD
PEMBRVLL69 KV   TR1,41.399877,-83.445802,PJMISO,LOAD
PEMBRVLL69 KV   TR3,41.399877,-83.445802,PJMISO,LOAD
PEMBRVLL69 KV   LDW_H_TP,41.399877,-83.445802,PJMISO,LOAD
PEMBRVLL69 KV   LDWAYNE,41.399877,-83.445802,PJMISO,LOAD
PERSTORP69 KV   TR1,41.70262473,-83.5326824,PJMISO,LOAD
PERSTORP69 KV   TR2,41.70262473,-83.5326824,PJMISO,LOAD
PILKNGTN69 KV   TR1,41.61822526,-83.55608582,PJMISO,LOAD
PILKNGTN69 KV   TR2,41.61822326,-83.55608582,PJMISO,LOAD
PILKNGTN69 KV   TR4,41.61821925,-83.5560885,PJMISO,LOAD
PILKNGTN69 KV   TR5,41.61821925,-83.5560885,PJMISO,LOAD
PNTACNTY69 KV   TR1,41.53628314,-83.63478771,PJMISO,LOAD
PPG_MN  69 KV   TR1,40.75784998,-82.50798572,PJMISO,LOAD
PPG_MN  69 KV   TR2,40.75784998,-82.50798572,PJMISO,LOAD
RAVINE  69 KV   TR1,41.65703889,-83.50671361,PJMISO,LOAD
REXAM   69 KV   TR1,41.52073132,-83.79386234,PJMISO,LOAD
RYAN_T  69 KV   TR3,41.64551481,-83.51222819,PJMISO,LOAD
RYAN_T  69 KV   TR1,41.64551681,-83.51223088,PJMISO,LOAD
SNYDER_M69 KV   SNYDR_69,40.64852559,-82.69174569,PJMISO,LOAD
SPC_FERT69 KV   SIMGRC69,40.6327364,-82.80153957,PJMISO,LOAD
ST_CHARH69 KV   LDSTCHAR,41.63457486,-83.48450691,PJMISO,LOAD
STEVENS 69 KV   STVEN_69,40.73309295,-82.70281504,PJMISO,LOAD
STVINCNT69 KV   VINCNT69,41.666762,-83.544528,PJMISO,LOAD
SUNOIL_T69 KV   TR1,41.60080345,-83.87293568,PJMISO,LOAD
SUNOIL_T69 KV   TR2,41.63667968,-83.50451686,PJMISO,LOAD
SUNOIL_T69 KV   TR3,41.60080345,-83.87293568,PJMISO,LOAD
SUNOIL_T69 KV   TR4,41.63667968,-83.50451686,PJMISO,LOAD
SUNOIL_T69 KV   TR5,41.63667968,-83.50452759,PJMISO,LOAD
SUNOIL_T69 KV   TR6,41.63667968,-83.50452759,PJMISO,LOAD
SUNOIL_T69 KV   TR7,41.63667567,-83.50452759,PJMISO,LOAD
TELEDYNE69 KV   TR1,41.70590734,-83.58391199,PJMISO,LOAD
TEXTLTHR69 KV   TEXT_69,,,PJMISO,LOAD
THRMODIS69 KV   WTHRO_69,40.71990907,-82.51394246,PJMISO,LOAD
TOL_SHRD69 KV   TR1,41.67340343,-83.47174435,PJMISO,LOAD
TRACY   69 KV   ALPHA_69,41.59366806,-83.52732171,PJMISO,LOAD
TRACY   69 KV   NORPL_69,41.59367006,-83.5273244,PJMISO,LOAD
TRACY   69 KV   TR1,41.59367006,-83.5273244,PJMISO,LOAD
TRIMBLE_69 KV   TUBE_C69,40.7786473,-82.49584748,PJMISO,LOAD
TRIMBLE 69 KV   TR1,40.77868792,-82.49586894,PJMISO,LOAD
TRIMBLE 69 KV   TR2,40.77865543,-82.49584748,PJMISO,LOAD
TROY_M  69 KV   TROY_69,40.69590508,-82.63563179,PJMISO,LOAD
VULCAN  69 KV   TEMPLD,41.52819494,-83.56903419,PJMISO,LOAD
VULCAN  69 KV   TR1,41.52819494,-83.56903419,PJMISO,LOAD
VULCAN  69 KV   TR4,41.52819494,-83.56903419,PJMISO,LOAD
VULCAN  69 KV   TR9,41.52819494,-83.56903419,PJMISO,LOAD
WHITEHSE69 KV   TR_1147,41.51942406,-83.79836577,PJMISO,LOAD
WHITEHSE69 KV   TR_1148,41.51942406,-83.79836577,PJMISO,LOAD
YANKEE_M69 KV   YANKE_69,39.611,-84.1692,PJMISO,LOAD
02HUMMEL36 KV   LDFDR,41.40822004,-81.78477795,PJMISO,LOAD
GROVEWD 36 KV   LD1,41.45487516,-81.74835235,PJMISO,LOAD
GROVEWD 36 KV   LD3,41.45487516,-81.74835235,PJMISO,LOAD
GROVEWD 36 KV   LD4,41.44450607,-81.73466072,PJMISO,LOAD
LONGBR2 138 KV BK1,38.9670677,-84.68056957,PJMISO,LOAD
ST_CLAIR 69 KV BK1,,,PJMISO,LOAD
BERGEN  138 KV  HACKENSP,40.840648,-74.024826,PJMISO,GENERATOR
BEAVERBR230 KV  GLOVS1SP,39.8624,-75.0842,PJMISO,GENERATOR
BEAVERBR230 KV  GLOVS2SP,39.8624,-75.0842,PJMISO,GENERATOR
BURLINGT138 KV  BURLINDS,40.07540081,-74.87416014,PJMISO,GENERATOR
BUSTLETO138 KV  BUSTONSP,40.0593,-74.8473,PJMISO,GENERATOR
CINNAMIN138 KV  MOORETSP,40.0027,-74.9786,PJMISO,GENERATOR
CROSSWIC138 KV  CROSS3DS,40.1481,-74.6975,PJMISO,GENERATOR
LAWRESUB230 KV  RIDERSP1,40.297367,-74.72908,PJMISO,GENERATOR
LEVITTOW138 KV  MILLSCSP,40.0369,-74.8898,PJMISO,GENERATOR
LUMBERTO230 KV  REESTESP,39.9528,-74.8258,PJMISO,GENERATOR
LUMBERTO230 KV  REESTWSP,39.9528,-74.8258,PJMISO,GENERATOR
BUCKPL  69 KV   QUARRY,40.52021764,-75.60251115,PJMISO,GENERATOR
SAKRON  69 KV   WARWICSP,40.142017,-76.206716,PJMISO,GENERATOR
NAJ     13.8 KV MILSVILF,39.1026,-76.7367,PJMISO,GENERATOR
WHITEROC34.5 KV ALPHARLF,39.4382,-76.9179,PJMISO,GENERATOR
COOKSTOW35 KV   W4-025,40.0359,-74.5344,PJMISO,GENERATOR
COOKSTOW35 KV   W1-129,40.0359,-74.5344,PJMISO,GENERATOR
ENGLISHT35 KV   MANALPSF,40.2638,-74.3763,PJMISO,GENERATOR
KRAYN   34.5 KV HIGHNOWF,40.318589,-78.629967,PJMISO,GENERATOR
FAIRTON 12 KV   FAIRTNSP,39.406296,-75.230759,PJMISO,GENERATOR
CATOCTIN138 KV  MTSTMPSP,39.688563,-77.334085,PJMISO,GENERATOR
CATOCTIN230 KV  MTSTMPSP,39.688563,-77.334085,PJMISO,GENERATOR
100 SHAD34.5 KV GSG6WF,41.66707517,-89.05939007,PJMISO,GENERATOR
BISHOPHI34.5 KV BISHWF1,41.213988,-90.12172,PJMISO,GENERATOR
BISHOPHI34.5 KV BISHWF2,41.213988,-90.12172,PJMISO,GENERATOR
989 TWIN34.5 KV HTRAILWF,40.46365836,-88.59283847,PJMISO,GENERATOR
989 TWIN34.5 KV OTRAILWF,40.47885,-88.797419,PJMISO,GENERATOR
CARSON4 230 KV  SR1,37.0713,-77.3751,PJMISO,GENERATOR
GARRSNV 230 KV  SR1,38.455135,-77.48949,PJMISO,GENERATOR
HAMILTN 230 KV  SR1,39.134277,-77.662498,PJMISO,GENERATOR
NANNA4  230 KV  SR_1,38.060965,-77.797163,PJMISO,GENERATOR
SUFFOLK 230 KV  SR_1,36.71041321,-76.58045527,PJMISO,GENERATOR
BISMARK 34.5 KV T157,39.19225129,-79.09896714,PJMISO,GENERATOR
YADKIN4 230 KV  SR_1,36.7629,-76.3548,PJMISO,GENERATOR
IDYLWOO4230 KV  SR_1,38.8863,-77.2093,PJMISO,GENERATOR
EVERETTS230 KV  SR_1,35.847222,-77.111389,PJMISO,GENERATOR
DOOMS4  230 KV  SR_1,38.10657484,-78.84908353,PJMISO,GENERATOR
GALIO1_M69 KV   301,40.720275,-82.806756,PJMISO,GENERATOR
GALIO1_M69 KV   FRAME5,40.720275,-82.806756,PJMISO,GENERATOR
ST_CLAIR 69 KV GEN_1,,,PJMISO,GENERATOR
DRESDEN CC,40.1215,-82.0107,PJMISO,AGGREGATE
STRYKER CT,41.549386,-84.442669,PJMISO,AGGREGATE
RICHLAND CT1,41.328676,-84.340933,PJMISO,AGGREGATE
RICHLAND CT2,41.328676,-84.340933,PJMISO,AGGREGATE
RICHLAND CT3,41.328676,-84.340933,PJMISO,AGGREGATE
RICHLAND CT4,41.328676,-84.340933,PJMISO,AGGREGATE
RICHLAND CT5,41.328676,-84.340933,PJMISO,AGGREGATE
RICHLAND CT6,41.328676,-84.340933,PJMISO,AGGREGATE
FREMONT CC,41.37717749,-83.16312319,PJMISO,AGGREGATE
BISHOP HILL WF,41.213988,-90.12172,PJMISO,AGGREGATE
EKPC,38.021185,-84.254351,PJMISO,ZONE
SMITH MOUNT,37.040291,-79.532406,PJMISO,AGGREGATE
BERGEN 230 KV H-2260LD,40.840648,-74.024826,PJMISO,LOAD
BERGEN 230 KV 230-138,40.840648,-74.024826,PJMISO,LOAD
BERGEN 230 KV ATHENIA1,40.840648,-74.024826,PJMISO,LOAD
BERGEN 230 KV 220-1LD,40.840648,-74.024826,PJMISO,LOAD
BERGEN 230 KV 230-69,40.840648,-74.024826,PJMISO,LOAD
BERGEN 230 KV ATHENIA2,40.840648,-74.024826,PJMISO,LOAD
BERGEN 230 KV 220-2LD,40.840648,-74.024826,PJMISO,LOAD
BERGEN 230 KV 220-3LD,40.840648,-74.024826,PJMISO,LOAD
BERGEN 230 KV HUDSON1,40.840648,-74.024826,PJMISO,LOAD
BERGEN 230 KV LOADT1,40.840648,-74.024826,PJMISO,LOAD
BERGEN 230 KV LOADT2,40.840648,-74.024826,PJMISO,LOAD
BERGEN 230 KV LOADT3,40.840648,-74.024826,PJMISO,LOAD
BERGEN 230 KV LOADT4,40.840648,-74.024826,PJMISO,LOAD
COOPERST 230 KV T1,40.29559,-76.741692,PJMISO,LOAD
COOPERST 230 KV T2,40.29559,-76.741692,PJMISO,LOAD
FLANDERS 115 KV BK1LD,40.866485,-74.706552,PJMISO,LOAD
FLANDERS 115 KV BK2LD,40.866485,-74.706552,PJMISO,LOAD
CANYON 230 KV CNYOILGS,41.75169014,-77.28810872,PJMISO,LOAD
GREYVALL 34 KV LDROSEVL,41.809963,-77.081106,PJMISO,LOAD
GROVER 34 KV LOAD1,41.61561115,-76.84445083,PJMISO,LOAD
TGAS 115 KV TGAS,41.7803367,-76.79056337,PJMISO,LOAD
BAYARD 138 KV DEC1,38.50091645,-75.13161573,PJMISO,LOAD
BAYARD 138 KV DEC2,38.50091645,-75.13161573,PJMISO,LOAD
BAYLY 69 KV BAYLY,38.55997711,-76.07557903,PJMISO,LOAD
BISHOP 138 KV T1 LOAD,38.38906668,-75.20417943,PJMISO,LOAD
EDGEMOOR 69 KV SST2,39.7472,-75.5108,PJMISO,LOAD
KENT 69 KV DEC LOAD,39.1467,-75.5461,PJMISO,LOAD
MONTVALE 69 KV BK429_LD,41.050029,-74.02596,PJMISO,LOAD
SMAWA 138 KV LOAD,41.08494041,-74.14624857,PJMISO,LOAD
DAMASCUS 230 KV T4,39.3102,-77.2261,PJMISO,LOAD
MOBLEY 138 KV LOAD1,39.55325881,-80.5604289,PJMISO,LOAD
ROARCREK 138 KV LOAD1,38.94096045,-79.95976676,PJMISO,LOAD
SFAIRMNT 138 KV LOAD,39.47429403,-80.14231162,PJMISO,LOAD
SHERWOD 138 KV LOAD1,39.29433229,-80.38226559,PJMISO,LOAD
ASCENTDC 138 KV TR71,,,PJMISO,LOAD
ASCENTDC 138 KV TR72,,,PJMISO,LOAD
SANDHIL2 138 KV LD1,40.40279128,-74.55279177,PJMISO,LOAD
SANDHIL2 138 KV LD2,,,PJMISO,LOAD
COFFEE 138 KV T1,37.43050008,-79.3107689,PJMISO,LOAD
CONESVIL 26 KV LOAD,40.209117,-81.882354,PJMISO,LOAD
CROOKEDC 138 KV LD,38.49086956,-82.04683854,PJMISO,LOAD
DOOVILLE 138 KV XT1,40.55902616,-85.66552896,PJMISO,LOAD
GUYANDOT 138 KV LD,37.57784209,-81.43466518,PJMISO,LOAD
LKFOREST 138 KV T1,37.378369,-79.847402,PJMISO,LOAD
MAYOTRAI 69 KV LD,37.82152883,-82.81164949,PJMISO,LOAD
MORGANCO 69 KV LOAD,,,PJMISO,LOAD
MOUNDVIL 69 KV LD,39.92583504,-80.74222691,PJMISO,LOAD
OSU 138 KV T4,40.0248,-82.9971,PJMISO,LOAD
POLYMER 138 KV ARMSTRNG,38.908181,-81.83978,PJMISO,LOAD
SUNSCAPE 138 KV XT1,37.20618577,-79.96702332,PJMISO,LOAD
TILTONS2 69 KV LOAD,40.1038,-80.6286,PJMISO,LOAD
WAYMAN 138 KV XT1,,,PJMISO,LOAD
WCAMPUS 138 KV OSU7 LD,40.00003377,-83.03627968,PJMISO,LOAD
WCAMPUS 138 KV OSU8 LD,40.00003377,-83.03627968,PJMISO,LOAD
WCAMPUS 138 KV OSU9 LD,40.00003377,-83.03627968,PJMISO,LOAD
WESLEY 138 KV WESLEYLD,39.350301,-84.855011,PJMISO,LOAD
WPAINTSV 69 KV LD,37.8145,-82.8071,PJMISO,LOAD
EAGLE2 69 KV RZ LOAD,39.76580208,-84.01642011,PJMISO,LOAD
KILLEN 23.4 KV SS1LOAD,38.69389913,-83.4784528,PJMISO,LOAD
KILLEN 23.4 KV SS2LOAD,38.69389913,-83.4784528,PJMISO,LOAD
STUART2 22.8 KV ST1SSLD,38.63918795,-83.69191051,PJMISO,LOAD
STUART2 22.8 KV ST2SSLD,38.63918795,-83.69191051,PJMISO,LOAD
STUART2 22.8 KV ST3SSLD,38.63918795,-83.69191051,PJMISO,LOAD
STUART2 22.8 KV ST4SSLD,38.63918795,-83.69191051,PJMISO,LOAD
EDWSFERY 34.5 KV TX1,39.11231734,-77.50432234,PJMISO,LOAD
FULLERRD 36.5 KV LOAD,38.53368221,-77.32327202,PJMISO,LOAD
NHAMPTON 36.5 KV LOAD,36.41122821,-77.4001738,PJMISO,LOAD
NOKESVIL 36.5 KV TX1,38.69129,-77.59606,PJMISO,LOAD
RADNORHT 36.5 KV TX1,38.88587141,-77.08259152,PJMISO,LOAD
GRASSFID 35 KV TX2 LD,36.702291,-76.299691,PJMISO,LOAD
BOWL_GR2 69 KV TR4,41.40763823,-83.65121176,PJMISO,LOAD
BOWL_GR3 69 KV TR5,41.40804172,-83.65104641,PJMISO,LOAD
BOWL_GR3 69 KV TR6,41.40804172,-83.65104641,PJMISO,LOAD
BOWL_GR4 69 KV TR9,41.387965,-83.640009,PJMISO,LOAD
BOWL_GR4 69 KV TR10,41.387965,-83.640009,PJMISO,LOAD
BOWL_GR4 69 KV WWTP_S,41.387965,-83.640009,PJMISO,LOAD
BOWL_GR4 69 KV WWTP_N,41.387965,-83.640009,PJMISO,LOAD
BOWL_GR5 69 KV TR11,41.4078576,-83.65120639,PJMISO,LOAD
BOWL_GR5 69 KV TR12,41.4078576,-83.65120639,PJMISO,LOAD
BOWL_GR7 69 KV TR13,41.40973193,-83.65932444,PJMISO,LOAD
BOWL_GR7 69 KV TR14,41.40973193,-83.65932444,PJMISO,LOAD
CMPBL_SP 69 KV TR1,41.39528567,-84.1084089,PJMISO,LOAD
CMPBL_SP 69 KV TR2,41.39528567,-84.1084089,PJMISO,LOAD
CMPBL_SP 69 KV TR3,41.39528567,-84.1084089,PJMISO,LOAD
INVOLTA 138 KV TR1,41.06396819,-81.47140188,PJMISO,LOAD
INVOLTA 138 KV TR2,41.06396819,-81.47140188,PJMISO,LOAD
LBRTYCTR 69 KV LBRTY_69,41.44284739,-84.00710724,PJMISO,LOAD
MIDWAYTE 69 KV TEMPLD,41.47518391,-83.91842753,PJMISO,LOAD
NAPLEON 69 KV NAPMI_69,41.411074,-84.096533,PJMISO,LOAD
NAPLEON 69 KV SOUTH_69,41.411074,-84.096533,PJMISO,LOAD
NAPLEON 69 KV GLENW_69,41.411074,-84.096533,PJMISO,LOAD
REA_HANC 69 KV HANCK_69,41.26402141,-83.46970226,PJMISO,LOAD
REA_NLBT 69 KV REALB_69,41.47238645,-83.94164473,PJMISO,LOAD
TONTOGNY 69 KV TR2,41.42199341,-83.73825038,PJMISO,LOAD
WESTON1 69 KV TR_36,41.34589056,-83.79313374,PJMISO,LOAD
02CLINTN 11 KV TR1,41.45487516,-81.74835235,PJMISO,LOAD
02CLINTN 11 KV TR2,41.45487516,-81.74835235,PJMISO,LOAD
02CLINTN 11 KV TR3,41.45487516,-81.74835235,PJMISO,LOAD
GRND_RAP 69 KV GRND_69,41.40802523,-83.85294851,PJMISO,LOAD
NINEMILE 138 KV TR1,41.55729523,-81.58741592,PJMISO,LOAD
NINEMILE 138 KV TR2,41.55729623,-81.58742129,PJMISO,LOAD
08MACK1 69 KV BK3,39.15800564,-84.65114888,PJMISO,LOAD
TX_E_YRD 69 KV LD1,,,PJMISO,LOAD
WHITTIER 138 KV BK1,39.13506822,-84.48890241,PJMISO,LOAD
WHITTIER 138 KV BK2,39.13506822,-84.48890241,PJMISO,LOAD
DEVILSBR 138 KV BLKRCKSP,40.324,-74.5397,PJMISO,GENERATOR
DOREMUSP 138 KV FOODBKSP,40.6997,-74.2235,PJMISO,GENERATOR
HUDSONCS 500 KV NYPUMP,40.7493621,-74.07315224,PJMISO,GENERATOR
HUDSONCS 500 KV PJMGEN,40.7493621,-74.07315224,PJMISO,GENERATOR
KULLERRD 138 KV METROSP,40.8844,-74.1617,PJMISO,GENERATOR
MEADOWRD 138 KV SUMMITSP,40.5169,-74.3729,PJMISO,GENERATOR
WALDWICK 230 KV NYM2M1,40.96628,-74.150667,PJMISO,GENERATOR
WALDWICK 230 KV NYM2M2,40.96628,-74.150667,PJMISO,GENERATOR
WALDWICK 230 KV NYM2M3,40.96628,-74.150667,PJMISO,GENERATOR
WALDWICK 230 KV NYM2M4,40.96628,-74.150667,PJMISO,GENERATOR
WALDWICK 230 KV NYM2M5,40.96628,-74.150667,PJMISO,GENERATOR
WALDWICK 230 KV NYM2M6,40.96628,-74.150667,PJMISO,GENERATOR
BURLINGT 138 KV WPEMBESP,40.07540081,-74.87416014,PJMISO,GENERATOR
COXSCORN 230 KV MEDFODSP,39.918,-74.8792,PJMISO,GENERATOR
CROSSWIC 138 KV MANSF1SP,40.1481,-74.6975,PJMISO,GENERATOR
GLOUCEST 26 KV PRDISEBT,39.888956,-75.098184,PJMISO,GENERATOR
THOROFAR 230 KV THORO2SP,39.8344,-75.1973,PJMISO,GENERATOR
TRENTON 26 KV MANSFLSP,40.22548677,-74.70055659,PJMISO,GENERATOR
PENROSE 13 KV ROCKFORD,39.924818,-75.210854,PJMISO,GENERATOR
COOKSTOW 35 KV NTHRUNSP,40.0359,-74.5344,PJMISO,GENERATOR
CARDIFF 69 KV EGHBRSP,39.428234,-74.620516,PJMISO,GENERATOR
LINCOLN1 138 KV MAYSLNSP,39.40012956,-75.01057076,PJMISO,GENERATOR
ONTARIO 23 KV MIDTWNGT,39.368791,-74.443611,PJMISO,GENERATOR
FROSTBU1 34.5 KV TWNRDGWF,39.75719,-78.874216,PJMISO,GENERATOR
GRANDPT 69 KV BLURDGLF,39.9939,-77.6092,PJMISO,GENERATOR
107 DIXO 138 KV DIXONLEE,41.8389,-89.4795,PJMISO,GENERATOR
465 S HO 138 KV DOLTON,41.62165534,-87.59402129,PJMISO,GENERATOR
72 GOOSE 34.5 KV MORRIS,41.39482747,-88.28543037,PJMISO,GENERATOR
CONESVIL 26 KV CV4_D,40.209117,-81.882354,PJMISO,GENERATOR
CONESVIL 26 KV CV4_C,40.209117,-81.882354,PJMISO,GENERATOR
CONESVIL 26 KV CV4_A,40.209117,-81.882354,PJMISO,GENERATOR
CROOKSVI 138 KV ZNSVILLF,39.912453,-82.244803,PJMISO,GENERATOR
INEZ 138 KV SVC,37.8660266,-82.53797553,PJMISO,GENERATOR
STCLAIR2 138 KV SVC,39.984686,-82.978638,PJMISO,GENERATOR
VINE 138 KV QUASARLF,39.96239622,-83.0103054,PJMISO,GENERATOR
KILLEN 23.4 KV KI2,38.69389913,-83.4784528,PJMISO,GENERATOR
KILLEN 23.4 KV GT1,38.69389913,-83.4784528,PJMISO,GENERATOR
KILLEN 23.4 KV KI2_C,38.69389913,-83.4784528,PJMISO,GENERATOR
KILLEN 23.4 KV GT1_C,38.69389913,-83.4784528,PJMISO,GENERATOR
STUART2 22.8 KV ST1_D,38.63918795,-83.69191051,PJMISO,GENERATOR
STUART2 22.8 KV ST2_D,38.63918795,-83.69191051,PJMISO,GENERATOR
STUART2 22.8 KV ST3_D,38.63918795,-83.69191051,PJMISO,GENERATOR
STUART2 22.8 KV ST4_D,38.63918795,-83.69191051,PJMISO,GENERATOR
STUART2 22.8 KV ST1_C,38.63918795,-83.69191051,PJMISO,GENERATOR
STUART2 22.8 KV ST2_C,38.63918795,-83.69191051,PJMISO,GENERATOR
STUART2 22.8 KV ST3_C,38.63918795,-83.69191051,PJMISO,GENERATOR
STUART2 22.8 KV ST4_C,38.63918795,-83.69191051,PJMISO,GENERATOR
STUART2 22.8 KV ST1_A,38.63918795,-83.69191051,PJMISO,GENERATOR
STUART2 22.8 KV ST2_A,38.63918795,-83.69191051,PJMISO,GENERATOR
STUART2 22.8 KV ST3_A,38.63918795,-83.69191051,PJMISO,GENERATOR
STUART2 22.8 KV ST4_A,38.63918795,-83.69191051,PJMISO,GENERATOR
BOWL_GR2 69 KV BG2,41.40763823,-83.65121176,PJMISO,GENERATOR
BOWL_GR4 69 KV BG4,41.387965,-83.640009,PJMISO,GENERATOR
BOWL_GR6 69 KV BG6,41.397976,-83.641093,PJMISO,GENERATOR
PGAE_72 69 KV PGE,41.39913491,-83.65422509,PJMISO,GENERATOR
MADISON1 13.8 KV CT-1,39.451885,-84.463432,PJMISO,GENERATOR
MADISON1 13.8 KV CT-2,39.451885,-84.463432,PJMISO,GENERATOR
MADISON1 13.8 KV CT-3,39.451885,-84.463432,PJMISO,GENERATOR
MADISON1 13.8 KV CT-4,39.451885,-84.463432,PJMISO,GENERATOR
MADISON1 13.8 KV CT-5,39.451885,-84.463432,PJMISO,GENERATOR
MADISON1 13.8 KV CT-6,39.451885,-84.463432,PJMISO,GENERATOR
MADISON1 13.8 KV CT-7,39.451885,-84.463432,PJMISO,GENERATOR
MADISON1 13.8 KV CT-8,39.451885,-84.463432,PJMISO,GENERATOR
DEOK_RESID_AGG,39.2339,-84.265667,PJMISO,RESIDUAL_METERED_EDC
AMP-ATSI OH,,,PJMISO,AGGREGATE
AMP-ATSI PA,,,PJMISO,AGGREGATE
DECAM COAL GEN,38.874411,-84.2172,PJMISO,AGGREGATE
DECAM GAS GEN,39.360082,-81.552018,PJMISO,AGGREGATE
PLYMOUTH 35 KV 11700,40.1158,-75.3156,PJMISO,LOAD
LINCOLN 115 KV BK3,39.84568786,-77.20312443,PJMISO,LOAD
CAMBRIA 115 KV GEN LD,40.45951265,-78.69398429,PJMISO,LOAD
BENNING 69 KV 69114,38.89747337,-76.95790063,PJMISO,LOAD
TAKOMA 69 KV 69127,38.9801,-77.0023,PJMISO,LOAD
CHAPELST 138 KV T5,39.687285,-75.751308,PJMISO,LOAD
BROOKHAV 138 KV T3,39.6323,-79.8937,PJMISO,LOAD
ELEIPSIC 138 KV TR1-PRO,41.128653,-83.973617,PJMISO,LOAD
ELEIPSIC 138 KV TR2-PRO,41.128653,-83.973617,PJMISO,LOAD
ELEIPSIC 138 KV TR1-ELE,41.128653,-83.973617,PJMISO,LOAD
YELLOWCR 138 KV T1,41.10929176,-83.91887931,PJMISO,LOAD
YELLOWCR 138 KV T2,41.10929176,-83.91887931,PJMISO,LOAD
TYLER 35 KV TX_1,37.3557,-77.4188,PJMISO,LOAD
UNIONCMP 13 KV TX1_LD,36.67327392,-76.91026505,PJMISO,LOAD
UNIONCMP 13 KV TX2_LD,36.67327392,-76.91026505,PJMISO,LOAD
UNIONCMP 13 KV TX3_LD,36.67327392,-76.91026505,PJMISO,LOAD
UNIONCMP 13 KV TX4_LD,36.67327392,-76.91026505,PJMISO,LOAD
UNIONCMP 13 KV TX5_LD,36.67327392,-76.91026505,PJMISO,LOAD
UNIONCMP 13 KV LOAD,36.67327392,-76.91026505,PJMISO,LOAD
SMUCKERS 138 KV TR1,41.59801155,-83.53302344,PJMISO,LOAD
SMUCKERS 138 KV TR2,41.59801155,-83.53302344,PJMISO,LOAD
OBERLIN 69 KV LD1,41.28684374,-82.21730478,PJMISO,LOAD
ESSEX1 138 KV TR72,41.390812,-81.68368,PJMISO,LOAD
ESSEX1 138 KV TR71,41.390812,-81.68368,PJMISO,LOAD
MILLENUM 138 KV TR1,41.89000818,-80.76105325,PJMISO,LOAD
YANKEE 69 KV LD1,39.458727,-84.388858,PJMISO,LOAD
COOKRD 13 KV MONTGBIO,40.8117,-74.178,PJMISO,GENERATOR
BUSTLETO 138 KV MANSF2SP,40.0593,-74.8473,PJMISO,GENERATOR
GLOUCEST 26 KV NOLTE,39.888956,-75.098184,PJMISO,GENERATOR
MEDFORD2 69 KV FOSTWNSP,39.858444,-74.802933,PJMISO,GENERATOR
LYONS 69 KV EASTPENN,40.476789,-75.763722,PJMISO,GENERATOR
